Nama,Penghasilan(jt),Jumlah Anggota Keluarga,Tingkat Pendidikan,Dinding Rumah,Lantai Rumah,Atap Rumah,Sumber Penerangan(VA),Luas Lantai Rumah(m2),Sumber Mata Air,Pengeluaran Kebutuhan Pangan,Pengobatan Tenaga Medis,Pembelian Pakaian(/tahun),Kecamatan
"Tgk. Imam Nashiruddin, M.Ak",7,1,D3,Kayu,Semen,Asbes,0.45,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Mampu,Kecamatan B
Dr. Hani Purnawati,7,6,SMA,Tembok,Keramik,Rumbia,1.3,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
"Tgk. Dartono Wahyuni, S.T.",9,3,S3,Bambu,Tanah,Seng,6.6,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan B
Digdaya Utami,3,6,Tidak Sekolah,Bambu,Semen,Asbes,0.45,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
Dt. Nardi Simbolon,3,6,S3,Kayu,Kayu,Seng,1.3,< 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
Michelle Narpati,7,4,S3,Kayu,Semen,Asbes,1.3,> 8m,Sumur Bor,Sebagian Besar,Mampu,Mampu,Kecamatan A
drg. Putu Saefullah,6,5,D3,Bambu,Kayu,Genteng,0.45,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
"Empluk Palastri, M.TI.",5,5,D3,Tembok,Semen,Asbes,3.5,< 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan B
Chandra Pradana,4,6,SMA,Bambu,Keramik,Genteng,6.6,> 8m,Sumur Galian,Sebagian Besar,Mampu,Mampu,Kecamatan C
"Karya Yuliarti, S.Ked",2,0,S1,Bambu,Keramik,Rumbia,6.6,> 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan B
R.A. Kasiyah Anggriawan,7,6,S3,Tembok,Kayu,Asbes,0.45,> 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan A
Oni Mahendra,10,5,Tidak Sekolah,Kayu,Semen,Rumbia,3.5,< 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan B
Emong Setiawan,2,0,S2,Tembok,Semen,Genteng,3.5,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
KH. Raharja Mandasari,1,4,S2,Kayu,Keramik,Rumbia,6.6,> 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
Kezia Mustofa,8,7,S2,Tembok,Keramik,Rumbia,6.6,> 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
Halima Latupono,2,0,SMP,Bambu,Tanah,Genteng,0.45,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
Gawati Ardianto,1,5,SMP,Bambu,Keramik,Rumbia,1.3,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan A
"KH. Jayadi Riyanti, S.Kom",6,4,SMA,Bambu,Keramik,Genteng,3.5,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan D
Radit Iswahyudi,8,7,S1,Bambu,Tanah,Asbes,1.3,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
Zamira Pradana,2,4,D3,Kayu,Tanah,Genteng,3.5,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
"Ir. Kani Wacana, S.Farm",5,2,Tidak Sekolah,Bambu,Keramik,Asbes,1.3,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
Drs. Vanya Kuswandari,7,4,S3,Tembok,Semen,Genteng,1.3,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
"Virman Rajata, S.Pd",5,2,Tidak Sekolah,Bambu,Kayu,Asbes,6.6,> 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan A
Talia Hassanah,7,6,S2,Bambu,Keramik,Rumbia,1.3,> 8m,Sumur Pompa,Sebagian Besar,Mampu,Mampu,Kecamatan D
"Oman Maulana, S.E.I",7,1,SD,Tembok,Tanah,Seng,0.45,< 8m,Sumur Resapan,Sebagian Kecil,Mampu,Mampu,Kecamatan D
Kawaya Prakasa,8,5,Tidak Sekolah,Kayu,Semen,Seng,0.45,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
Sarah Purwanti,5,5,SMP,Kayu,Tanah,Genteng,0.45,< 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
"T. Rahman Hariyah, S.Pd",7,1,SMA,Bambu,Keramik,Genteng,1.3,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
"Laras Lazuardi, M.Pd",1,5,S2,Kayu,Tanah,Rumbia,3.5,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan C
Bahuraksa Nainggolan,8,3,SMP,Bambu,Tanah,Rumbia,0.45,> 8m,Sumur Galian,Sebagian Besar,Mampu,Mampu,Kecamatan A
"KH. Nasim Lailasari, S.E.I",6,5,SD,Kayu,Tanah,Asbes,6.6,> 8m,Sumur Resapan,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
Puti Violet Gunarto,6,4,SD,Tembok,Kayu,Rumbia,1.3,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
"Puti Maimunah Nasyiah, M.Ak",1,7,S2,Tembok,Keramik,Rumbia,1.3,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Luhung Mayasari,1,0,SMA,Kayu,Tanah,Asbes,3.5,> 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
"Maria Handayani, S.I.Kom",4,0,S2,Kayu,Tanah,Rumbia,6.6,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan A
Manah Permata,6,7,S2,Kayu,Tanah,Genteng,0.45,< 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
"Sutan Samsul Maulana, M.TI.",3,4,SMA,Tembok,Tanah,Rumbia,6.6,< 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
"Garda Pratiwi, S.Kom",4,0,S2,Kayu,Kayu,Rumbia,6.6,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Mampu,Kecamatan A
Puti Faizah Padmasari,6,6,SMA,Kayu,Tanah,Seng,0.45,< 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
Yulia Narpati,5,7,SD,Tembok,Keramik,Genteng,1.3,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
Imam Padmasari,10,6,S2,Kayu,Kayu,Rumbia,3.5,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
Unjani Yuliarti,4,0,D3,Kayu,Semen,Genteng,1.3,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
Nadia Budiman,3,3,S2,Bambu,Tanah,Genteng,1.3,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Mampu,Kecamatan D
"R. Kardi Prabowo, S.Kom",5,4,SD,Bambu,Tanah,Genteng,6.6,> 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
Martana Nainggolan,10,6,D3,Kayu,Tanah,Genteng,3.5,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
Joko Uwais,4,3,SMP,Kayu,Semen,Rumbia,1.3,< 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan A
Kamila Mandala,4,7,S1,Bambu,Kayu,Genteng,0.45,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Mampu,Kecamatan C
"Drs. Marsito Kusmawati, M.Ak",5,4,Tidak Sekolah,Tembok,Kayu,Rumbia,6.6,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
"Tgk. Tania Habibi, M.Kom.",7,7,S3,Kayu,Semen,Genteng,0.45,> 8m,Sumur Bor,Sebagian Besar,Mampu,Mampu,Kecamatan A
Wani Uyainah,6,2,SD,Tembok,Semen,Genteng,6.6,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
Warsa Budiyanto,9,2,S2,Tembok,Tanah,Genteng,0.45,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
Harja Wijayanti,10,2,S3,Bambu,Tanah,Rumbia,3.5,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
"Latika Riyanti, S.Pt",9,4,SMA,Tembok,Semen,Genteng,0.45,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Mampu,Kecamatan A
Talia Adriansyah,5,5,SD,Kayu,Tanah,Seng,0.45,> 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan A
Ulva Habibi,3,1,Tidak Sekolah,Tembok,Semen,Seng,3.5,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
Lasmanto Wijaya,9,4,SMP,Bambu,Semen,Seng,1.3,> 8m,Sumur Galian,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
Uli Yuliarti,2,2,SMP,Bambu,Keramik,Genteng,3.5,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
"Hardana Saragih, M.Kom.",10,0,SMA,Kayu,Kayu,Asbes,1.3,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Paramita Budiyanto,8,6,D3,Bambu,Kayu,Rumbia,1.3,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
H. Mahfud Nababan,5,5,SD,Tembok,Tanah,Rumbia,3.5,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
Perkasa Puspasari,9,6,S3,Bambu,Kayu,Rumbia,6.6,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
T. Digdaya Sihombing,2,1,Tidak Sekolah,Tembok,Keramik,Seng,3.5,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Jelita Rajata,6,6,SMP,Bambu,Kayu,Seng,0.45,< 8m,Sumur Resapan,Sebagian Kecil,Mampu,Mampu,Kecamatan A
"Rahmi Hutapea, M.Ak",5,5,SMP,Kayu,Kayu,Asbes,6.6,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Mampu,Kecamatan D
Maria Dongoran,2,5,D3,Bambu,Tanah,Asbes,1.3,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
R.M. Jasmani Sihombing,9,0,SMP,Kayu,Keramik,Asbes,1.3,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
Dalima Simanjuntak,4,6,SMP,Bambu,Semen,Asbes,3.5,< 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
"H. Yoga Narpati, S.H.",7,1,Tidak Sekolah,Tembok,Tanah,Asbes,6.6,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
"Drs. Anastasia Prabowo, M.Farm",8,1,SD,Kayu,Tanah,Asbes,0.45,< 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan A
Nadia Sitompul,1,7,S3,Tembok,Semen,Asbes,0.45,< 8m,Sumur Bor,Sebagian Besar,Mampu,Mampu,Kecamatan A
R.M. Leo Latupono,8,2,S3,Tembok,Keramik,Asbes,3.5,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan C
Harimurti Rahayu,3,6,S3,Kayu,Kayu,Asbes,6.6,> 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
Banara Hidayanto,7,0,Tidak Sekolah,Bambu,Kayu,Asbes,1.3,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
Latif Laksmiwati,1,6,S2,Tembok,Semen,Genteng,0.45,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan A
Cahyono Pradipta,3,4,S3,Tembok,Tanah,Genteng,0.45,< 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
"Hj. Rachel Irawan, S.Sos",10,2,S1,Bambu,Tanah,Genteng,0.45,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
"Maria Marpaung, M.Farm",1,4,SMA,Tembok,Tanah,Seng,3.5,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
Mutia Nababan,1,4,S1,Bambu,Semen,Seng,3.5,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan A
"Rizki Laksita, M.Ak",9,3,S1,Tembok,Keramik,Seng,3.5,> 8m,Sumur Resapan,Sebagian Kecil,Mampu,Mampu,Kecamatan D
Galiono Najmudin,7,4,S1,Tembok,Kayu,Rumbia,1.3,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
Dartono Zulaika,4,7,SD,Kayu,Kayu,Asbes,6.6,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
"Bakianto Hasanah, M.TI.",8,5,SD,Tembok,Tanah,Genteng,0.45,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan C
T. Ganda Hidayat,7,0,SMP,Tembok,Tanah,Seng,1.3,> 8m,Sumur Bor,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
Uli Natsir,4,7,Tidak Sekolah,Tembok,Tanah,Asbes,3.5,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Mampu,Kecamatan D
"Puti Padmi Kuswoyo, S.H.",8,5,SMP,Kayu,Semen,Asbes,1.3,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
Saiful Mardhiyah,2,4,Tidak Sekolah,Bambu,Keramik,Asbes,0.45,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
Ibun Wibisono,9,0,D3,Kayu,Keramik,Rumbia,3.5,< 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan C
Mariadi Pangestu,8,2,SMP,Tembok,Semen,Seng,3.5,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
Tgk. Wawan Dabukke,5,7,S2,Tembok,Tanah,Genteng,3.5,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
Maya Dongoran,7,4,S3,Kayu,Keramik,Genteng,3.5,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
"Victoria Andriani, S.Psi",6,4,D3,Tembok,Kayu,Rumbia,1.3,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
Garan Haryanto,4,7,Tidak Sekolah,Bambu,Tanah,Rumbia,6.6,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
Yono Hidayat,8,4,SMA,Tembok,Keramik,Rumbia,0.45,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
Galih Januar,10,4,D3,Bambu,Tanah,Asbes,6.6,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
Anita Waskita,6,0,Tidak Sekolah,Tembok,Tanah,Seng,6.6,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan C
Raina Nainggolan,4,2,D3,Tembok,Kayu,Genteng,3.5,> 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan C
"Jamalia Prayoga, S.H.",7,2,SD,Kayu,Keramik,Rumbia,1.3,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
"Garan Uwais, M.Pd",2,1,S2,Kayu,Tanah,Asbes,0.45,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
H. Nyoman Tampubolon,7,1,D3,Bambu,Semen,Rumbia,0.45,< 8m,Sumur Galian,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
Elon Prayoga,5,6,D3,Kayu,Tanah,Seng,1.3,> 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
Abyasa Budiman,2,5,SMA,Bambu,Tanah,Seng,3.5,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan B
"Raihan Damanik, S.E.I",3,7,S2,Tembok,Tanah,Rumbia,0.45,> 8m,Sumur Bor,Sebagian Besar,Mampu,Mampu,Kecamatan C
Sutan Harimurti Narpati,8,3,D3,Kayu,Semen,Genteng,0.45,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan A
R. Hani Tarihoran,2,2,SMP,Tembok,Tanah,Rumbia,0.45,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan C
"Zaenab Gunawan, S.IP",9,6,SD,Kayu,Tanah,Rumbia,3.5,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
Tirta Winarsih,7,2,SMP,Bambu,Kayu,Asbes,6.6,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
Elisa Agustina,9,6,SMP,Kayu,Semen,Rumbia,6.6,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan A
H. Jaswadi Lazuardi,4,7,S1,Tembok,Semen,Genteng,0.45,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
Hartaka Yuniar,10,7,D3,Kayu,Tanah,Asbes,6.6,> 8m,Sumur Galian,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan A
Zulfa Wacana,6,2,S3,Bambu,Keramik,Seng,3.5,> 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan C
Gangsar Wacana,10,5,S3,Kayu,Semen,Rumbia,0.45,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan A
"H. Balapati Iswahyudi, M.Ak",6,4,S2,Kayu,Keramik,Seng,3.5,> 8m,Sumur Bor,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
Bahuraksa Prasasta,7,5,SD,Bambu,Keramik,Genteng,0.45,> 8m,Sumur Galian,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
Kartika Utami,7,6,S3,Bambu,Kayu,Seng,1.3,> 8m,Sumur Galian,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
"Zelda Kusmawati, S.E.",5,1,SMP,Bambu,Keramik,Seng,6.6,> 8m,Sumur Bor,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
"dr. Ratna Pradana, S.Kom",10,5,SMP,Tembok,Tanah,Seng,6.6,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
H. Kawaya Gunawan,10,1,S1,Kayu,Keramik,Seng,6.6,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
Ibun Melani,1,2,SMP,Bambu,Semen,Genteng,6.6,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
T. Kajen Kurniawan,2,5,SMP,Kayu,Keramik,Rumbia,0.45,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan C
Uli Wasita,7,2,S2,Tembok,Tanah,Seng,3.5,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
"Hilda Prayoga, M.Farm",1,3,S2,Bambu,Keramik,Asbes,6.6,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan C
dr. Nasab Mayasari,1,3,Tidak Sekolah,Bambu,Kayu,Rumbia,3.5,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
"Elvina Farida, S.I.Kom",6,4,D3,Kayu,Keramik,Genteng,0.45,> 8m,Sumur Bor,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
Catur Sihombing,2,0,Tidak Sekolah,Tembok,Kayu,Seng,3.5,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan A
Salwa Farida,5,7,SMP,Tembok,Kayu,Genteng,3.5,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan A
Dr. Kartika Wasita,9,7,D3,Kayu,Kayu,Genteng,3.5,> 8m,Sumur Bor,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
Rosman Hassanah,9,7,S1,Tembok,Kayu,Rumbia,0.45,< 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan C
Victoria Handayani,2,4,D3,Tembok,Tanah,Asbes,1.3,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
Farah Latupono,7,5,Tidak Sekolah,Bambu,Tanah,Seng,6.6,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
Puspa Oktaviani,7,2,S2,Bambu,Keramik,Seng,1.3,> 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan B
Banawi Maryati,5,2,SMA,Tembok,Tanah,Rumbia,1.3,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
Tedi Nugroho,6,5,S3,Bambu,Kayu,Genteng,3.5,> 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan A
"Drs. Victoria Permadi, M.Pd",10,0,S2,Bambu,Kayu,Asbes,0.45,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
Zahra Marpaung,5,1,Tidak Sekolah,Bambu,Keramik,Seng,1.3,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
"Mila Novitasari, S.Ked",10,6,S1,Kayu,Kayu,Genteng,1.3,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan B
"Tgk. Rahayu Mayasari, S.E.I",9,0,S1,Tembok,Semen,Seng,3.5,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
Janet Puspasari,6,3,Tidak Sekolah,Bambu,Tanah,Genteng,1.3,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
"dr. Warsita Winarno, M.Kom.",2,7,SMA,Bambu,Tanah,Genteng,3.5,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan C
Ir. Padma Haryanto,10,6,D3,Tembok,Keramik,Genteng,3.5,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan C
"Oskar Melani, S.Psi",9,6,SMA,Tembok,Kayu,Asbes,0.45,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
Hj. Genta Wahyuni,6,1,SMA,Kayu,Kayu,Rumbia,6.6,< 8m,Sumur Bor,Sebagian Besar,Mampu,Mampu,Kecamatan B
"Drs. Janet Nainggolan, M.M.",6,1,D3,Bambu,Semen,Genteng,3.5,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
"Ir. Jasmin Halim, S.IP",2,1,Tidak Sekolah,Bambu,Keramik,Rumbia,3.5,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
"Edison Uyainah, S.Pd",9,6,Tidak Sekolah,Tembok,Keramik,Asbes,1.3,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan D
Septi Fujiati,8,2,D3,Tembok,Semen,Seng,3.5,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
Galar Wahyudin,10,6,SMP,Tembok,Keramik,Rumbia,1.3,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
"Taswir Hidayanto, S.IP",5,6,S2,Kayu,Kayu,Genteng,3.5,> 8m,Sumur Galian,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan A
Olivia Nasyiah,4,6,Tidak Sekolah,Tembok,Tanah,Seng,0.45,> 8m,Sumur Bor,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
"Adiarja Dongoran, S.Pd",9,4,S3,Tembok,Kayu,Rumbia,1.3,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
Lintang Tampubolon,3,4,Tidak Sekolah,Bambu,Keramik,Genteng,0.45,< 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan A
R. Irwan Zulaika,2,4,Tidak Sekolah,Kayu,Tanah,Asbes,6.6,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Mampu,Kecamatan A
"Prabu Megantara, M.Farm",9,2,SMP,Bambu,Keramik,Genteng,1.3,< 8m,Sumur Galian,Sebagian Besar,Mampu,Mampu,Kecamatan B
Kariman Prayoga,2,2,Tidak Sekolah,Kayu,Keramik,Seng,6.6,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
Sakti Sitompul,10,4,D3,Tembok,Semen,Asbes,1.3,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Mampu,Kecamatan B
Karen Zulaika,4,1,S1,Kayu,Keramik,Asbes,3.5,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Maria Wahyuni,8,4,SD,Kayu,Kayu,Genteng,3.5,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan A
Saadat Nasyiah,10,7,SMP,Bambu,Tanah,Genteng,1.3,< 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan A
Cahyadi Wasita,4,4,SMP,Tembok,Kayu,Seng,6.6,< 8m,Sumur Galian,Sebagian Besar,Mampu,Mampu,Kecamatan D
"Puti Clara Thamrin, S.E.",10,3,S3,Bambu,Kayu,Seng,1.3,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Mampu,Kecamatan C
Kardi Saputra,3,7,S2,Kayu,Keramik,Rumbia,0.45,> 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
"Nugraha Pradana, S.Farm",8,0,S3,Tembok,Tanah,Asbes,6.6,> 8m,Sumur Galian,Sebagian Besar,Mampu,Mampu,Kecamatan D
Siska Mayasari,6,7,S2,Tembok,Kayu,Seng,1.3,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
